index,Song-Name,Singer/Artists,Genre,Movie,User-Rating
806,Didi Tera Devar Deewana,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Aapke Hain Koun,7.9/10
807,Saiyan Re,"Mohammed Irfan, Palak Muchhal",BollywoodRomantic,Nirdosh,9.7/10
808,Pal Pal Dil Ke Paas,Kishore Kumar,BollywoodRomantic,Blackmail,8.8/10
809,Rail Gaddi,"Navraj Hans, Swati Sharrma",BollywoodDance,Tutak Tutak Tutiya,9.1/10
810,Ek Din Bik Jayega Mati Ke Mol,Mukesh,BollywoodDance,Dharam Karam,9.1/10
811,Main Koi Aisa Geet,Abhijeet,BollywoodDance,Yes Boss,9.4/10
812,Yeh Ishq Hai,Shreya Ghoshal,BollywoodDance,Jab We Met,9.4/10
813,Alizeh,"Alizeh Ash King, Arijit Singh, Shashwat Singh",BollywoodRomantic,Ae Dil Hai Mushkil,9.7/10
814,Kaho Na Kaho,Amir Jamal,BollywoodRomanticSensual,Murder,9.1/10
815,Imli Ka Boota,"Mohammad Aziz, Sudesh Bhonsle",Bollywood,Saudagar,8.4/10
816,Hey Shona,"Shaan, Sunidhi Chauhan",BollywoodDanceRomantic,Tara Rum Pum,9.3/10
817,Chalte Chalte,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,9.2/10
818,Iktara,"Amit Trivedi, Amitabh Bhattacharya, Kavita Seth",BollywoodRomantic,Wake Up Sid,9.6/10
819,Aap Ki Nazron Ne Samjha,Lata Mangeshkar,BollywoodRomantic,Anpadh,9.2/10
820,Tu Chahiye,Atif Aslam,BollywoodRomantic,Bajrangi Bhaijaan,9.3/10
821,Ole Ole,Abhijeet,BollywoodDance,Ye Dillagi,9.1/10
822,Tutak Tutak Tutiya,"Kanika Kapoor, Malkit Singh, Sonu Sood",BollywoodDance,Tutak Tutak Tutiya,8.9/10
823,Meri Duniya Tu Hi Re,"Shaan, Shankar Mahadevan, Sonu Nigam",BollywoodDance,Heyy Babyy,9.0/10
824,Mujhko Yaad Sataye Teri,Himesh Reshammiya,BollywoodDance,Phir Hera Pheri,9.2/10
825,Jane Kahan Gaye Woh Din,Mukesh,BollywoodSad,Mera Naam Joker,8.8/10
826,Nonsense Ki Night,Mika Singh,BollywoodDance,Happy New Year,9.2/10
827,Daaru Desi,"Benny Dayal, Shalmali Kholgade",BollywoodDance,Cocktail,9.4/10
828,Fugly Fugly Kya Hai,Yo Yo Honey Singh,BollywoodDance,Fugly,9.4/10
829,Buddhu Sa Mann,"Amaal Mallik, Armaan Malik",BollywoodDance,Kapoor & Sons,9.4/10
830,Jiska Mujhe Tha Intezar,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Don,8.2/10
831,Raat Ka Nasha,K. S. Chithra,BollywoodDance,Asoka,9.3/10
832,Zara Zara Touch Me,Monali Thakur,BollywoodDanceSensual,Race,9.3/10
833,Wada Karo Nahi Chodoge,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aa Gale Lag Jaa,9.1/10
834,Sajde,"Arijit Singh, Gulzar, Nihira Joshi Deshpande",BollywoodRomantic,Kill Dil,9.4/10
835,Khair Mangda,Atif Aslam,BollywoodSad,A Flying Jatt,9.3/10
836,Tere Naal Ishqa,Kailash Kher,BollywoodSad,Shivaay,9.4/10
837,Na Na Na Re,"Daler Mehndi, Sudesh Bhonsle",BollywoodDance,Mrityudaata,8.8/10
838,Tum Aa Gaye Ho Noor Aa Gaya Hai,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,9.0/10
839,Mujeh Naulakha Mangade,"Bappi Lahiri, Kishore Kumar",BollywoodDance,Sharaabi,7.6/10
840,Ainvayi Ainvayi,"Salim Merchant, Sunidhi Chauhan",BollywoodDance,Band Baaja Baaraat,9.3/10
841,Awaaz Deke,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Professor,8.3/10
842,Tum Tak,"A.R. Rahman, A.V. Pooja, Javed Ali, Kirti Sagathia",BollywoodDanceRomantic,Raanjhanaa,9.4/10
843,Chitta Ve,"Babu Haabi, Bhanu Pratap, Shahid Mallya",BollywoodDance,Udta Punjab,8.9/10
844,Get Up Jawani,"Badshah, Yo Yo Honey Singh",BollywoodDance,International Villager,9.4/10
845,Ji Huzoori,"Deepali, Mithoon",BollywoodRomantic,Ki & Ka,9.3/10
846,Dhingana,Mikha Singh,BollywoodDance,Raees,9.3/10
847,Sapna,Arijit Singh,BollywoodSad,Parmanu The Story of Pokhran,9.7/10
848,Bandeyaa,Jubin Nautiyal,BollywoodSad,Jazbaa,9.5/10
849,Maula Mere Lele Meri Jaan,"Krishna Beura, Salim Merchant",BollywoodDevotionalSad,Chak De India,9.6/10
850,Rang De Basanti,"Daler Mehndi, K. S. Chithra",BollywoodDancePatriotic,Rang De Basanti,9.4/10
851,Kundali,"Anita Gandharva, Meenal Jain, Meghna Mishra, Rani Kaur, Vaishnavi Mishra, Yashika Sikka, Yashita Sharma",BollywoodDance,Manmarziyaan,9.2/10
852,Shuru Kar,"Amit Mishra, Neha Bhasin, Rochak Kohli",BollywoodDance,Aiyaary,9.3/10
853,Je T�aime,"Sunidhi Chauhan, Vishal Dadlani",Bollywood,Befikre,9.5/10
854,Tooh,"Mamta Sharma, Mika Singh, Shekhar, Vishal",BollywoodDance,Gori Tere Pyaar Mein,9.3/10
855,Main Tera Dhadkan Teri,"Hard Kaur, K.K., Sunidhi Chauhan",BollywoodDance,Ajab Prem Ki Ghazab Kahani,9.5/10
856,Le Gayi,Asha Bhosle,BollywoodDance,Dil Toh Pagal Hai,9.3/10
857,Le Gayi,Asha Bhosle,BollywoodDance,Dil To Pagal Hai,9.3/10
858,Aankhein Khuli,"Ishaan, Lata Mangeshkar, Manohar Shetty, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan",BollywoodDance,Mohabbatein,9.2/10
859,Rang Barse,Amitabh Bachchan,BollywoodDance,Silsila,8.2/10
860,Gawah Hai Chand Tare,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Damini,8.5/10
861,Aisa Kyun Maa,Sunidhi Chauhan,BollywoodSad,Neerja,9.7/10
862,Tu Hi Re,Hariharan,BollywoodRomantic,,9.4/10
863,Mera Mann Kehne Laga,Falak Shabir,BollywoodDance,Nautanki Saala,9.6/10
864,Shut Up & Bounce,"Sunidhi Chauhan, Vishal Dadlani",BollywoodRomantic,Dostana,9.2/10
865,One Two Three Four,"Hamsika Iyer, Vishal Dadlani",BollywoodDance,Chennai Express,9.3/10
866,Haseeno Ko Aate Hain,"Alka Yagnik, Udit Narayan",BollywoodDance,Lahoo Ke Do Rang,8.3/10
867,Kasam Khake Kaho,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Hai Tumhaara,8.6/10
868,Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Dil Ka Rishta,9.0/10
869,Sajdaa,"Rahat Fateh Ali Khan, Richa Sharma, Shankar Mahadevan",BollywoodRomantic,My Name is Khan,9.6/10
870,Mujhe Tumse Mohabbat Hai,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Tumsa Nahin Dekha,8.7/10
871,Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.1/10
872,Watan Wallon Watan Na,"Alka Yagnik, Shaan",BollywoodPatriotic,Indian,9.1/10
873,Zara Si Dosti,Arijit Singh,Bollywood,Happy Bhaag Jayegi,9.6/10
874,Pani Da Rang,Ayushman Khurana,BollywoodRomance,Vicky Donor,9.5/10
875,De De Jagah,Yasser Desai,Bollywood,Parmanu The Story of Pokhran,9.4/10
876,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,BollywoodRomantic,Arth,9.2/10
877,Ham The Jinke Sahare,Lata Mangeshkar,BollywoodSad,Safar,8.8/10
878,Titli,"Chinmayi Sripaada, Gopi Sunder",BollywoodRomantic,Chennai Express,9.5/10
879,Laung Da Lashkara,"Hard Kaur, Mahalakshmi Iyer",BollywoodDance,Patiala House,9.4/10
880,Maa Ka Phone,Priya Panchal,BollywoodDance,Khoobsurat,9.0/10
881,Zindagi Ka Safar,Kishore Kumar,BollywoodSad,Safar,9.1/10
882,O Saathiya,"Arko, Armaan Malik, Prakriti Kakkar",BollywoodRomantic,Sweetiee Weds NRI,9.4/10
883,Kasam Ki Kasam,"K. S. Chithra, Shaan",BollywoodRomanticSad,Main Prem Ki Diwani Hoon,9.2/10
884,Gun Gun Guna,"Sunidhi Chauhan, Udit Narayan",BollywoodDance,Agneepath,9.4/10
885,Jeeta Hoon Jiske Liye,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dilwale,7.8/10
886,Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Rocky Handsome,9.5/10
887,Dreamum Wakeupum,Soumya Rai,BollywoodDance,Aiyyaa,9.1/10
888,Balma Tum Balma Ho Mere Khali,Kavita Krishnamurthy,BollywoodDance,Nagina,7.4/10
889,Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan",BollywoodRomantic,Taal,9.2/10
890,Ab Tere Bin,Kumar Sanu,BollywoodSad,Aashiqui,9.0/10
891,Ankhiyaan,Kanika Kapoor,BollywoodSad,Do Lafzon Ki Kahani,9.3/10
892,Teri Yaad,Ghulam Ali,BollywoodSad,Bewafaa,8.6/10
893,Jalwa,"Earl, Wajid",BollywoodDance,Wanted,8.9/10
894,Judaai,Falak Shabir,BollywoodSad,I Love New Year,9.5/10
895,Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",BollywoodSad,Bajirao Mastani,9.5/10
896,Dil Dooba,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,Khakee,9.6/10
897,Pyaar Deewana Hota Hai,Kishore Kumar,BollywoodRomantic,Kati Patang,9.1/10
898,Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan",BollywoodDance,Raja,9.1/10
899,Po Po,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla",BollywoodDance,Son of Sardaar,7.7/10
900,Son Of Sardaar,"Aaman Trikha, Himesh Reshammiya",BollywoodDance,Son of Sardaar,7.7/10
901,Roobaroo,"A.R. Rahman, Naresh Iyer",BollywoodDance,Rang De Basanti,9.7/10
902,Khush Rahe Tu Sada,Mohammed Rafi,BollywoodSad,Khilona,8.3/10
903,Chaar Kadam,"Shaan, Shreya Ghoshal",BollywoodRomantic,PK,9.1/10
904,Are Re Are,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,9.2/10
905,Shiddat,Armaan Malik,BollywoodSad,Sweetiee Weds NRI,9.4/10
906,Dil Kehta Hai,"Alka Yagnik, Kumar Sanu",BollywoodSad,Akele Hum Akele Tum,9.3/10
907,Dilnashin Dilnashin,K.K.,BollywoodDance,Aashiq Banaya Aapne,9.0/10
908,Sawaar Loon,Monali Thakur,BollywoodDance,Lootera,9.2/10
909,Zehnaseeb,"Chinmayi Sripaada, Shekhar Ravjiani",BollywoodDance,Hasee Toh Phasee,9.6/10
910,"Joote Do, Paise Lo","Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Apke Hain Koun,7.7/10
911,Dekha Ek Khwab,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,8.6/10
912,Maa,Shankar Mahadevan,BollywoodSad,Taare Zameen Par,9.6/10
913,Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,9.4/10
914,Mat Ja Re,Ankit Tiwari,BollywoodDance,Tanu Weds Manu,9.3/10
915,Ooh La La,"Bappi Lahiri, Shreya Ghoshal",BollywoodDance,The Dirty Picture,8.8/10
916,Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani",BollywoodDance,A Flying Jatt,9.0/10
917,Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Hum Dil De Chuke Sanam,9.1/10
918,Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur",BollywoodDance,Ek Paheli Leela,9.0/10
919,Aaj Hai Sagaai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyaar To Hona Hi Tha,8.2/10
920,Galat Baat Hai,"Javed Ali, Neeti Mohan",BollywoodDanceRomantic,Main Tera Hero,8.8/10
921,Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Kuch Kuch Hota Hai,9.5/10
922,Des Rangila,Mahalaxmi Iyer,BollywoodDancePatriotic,Fanaa,8.8/10
923,Roshni Se,"Abhijeet, Alka Yagnik",BollywoodRomantic,Asoka,9.4/10
924,I Love You,"Ash King, Clinton Cerejo",BollywoodRomantic,Bodyguard,9.4/10
925,Ishq Wala Love,"Neeti Mohan, Salim Merchant",Bollywood,Student of the Year,9.3/10
926,O Janiya,Neha Kakkar,BollywoodDance,Force 2,9.2/10
927,Musafir,K.K.,Bollywood,Shab,9.2/10
928,Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dilwale Dulhania Le Jayenge,9.2/10
929,Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",BollywoodDance,Main Hoon Na,9.4/10
930,Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",BollywoodRomantic,Main Hoon Na,9.4/10
931,Bakhuda Tumhi Ho,"Alka Yagnik, Atif Aslam",BollywoodRomantic,Kismat Konnection,9.6/10
932,Ishq Hai Ishq Hai,Jayshree Shivram,BollywoodSad,Ishq,8.6/10
933,Mere Nishaan,"Anjjan, Kailash Kher, Meet Bros",Bollywood,Oh My God,9.6/10
934,Prem Mein Tohre,Asha Bhosle,BollywoodRomantic,Begum Jaan,9.2/10
935,Halo Re,Aaman Trikha,BollywoodDance,Prem Ratan Dhan Payo,8.5/10
936,Jogiya,"Anuradha Paudwal, Sukhwinder Singh",BollywoodSad,Deewane,8.4/10
937,Aila Re Aila,Daler Mehndi,BollywoodDance,Khatta Meetha,9.3/10
938,Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,7.5/10
939,Enu Naam Che Raees,Tarannum Mallik,BollywoodDance,Raees,9.4/10
940,Woh Pehli Baar,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,9.5/10
941,Piya Aaye Na,"K.K., Tulsi Kumar",BollywoodSad,Aashiqui 2,9.3/10
942,Aaj Hai Sagai,"Abhijeet, Alka Yagnik",BollywoodDance,Pyar Toh Hona Hi Tha,8.2/10
943,Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani",BollywoodMotivational,Akira,8.9/10
944,Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",BollywoodDance,Daawat e Ishq,9.4/10
945,Tera Mera Pyar Amar,Lata Mangeshkar,BollywoodRomantic,Asli Naqli,9.0/10
946,Chookar Mere Man Ko,Kishore Kumar,BollywoodRomantic,Yaarana,9.3/10
947,Chookar Mere Man Ko,Kishore Kumar,BollywoodRomantic,Yaarana,9.3/10
948,Love Is A Waste Of Time,"Shreya Ghoshal, Sonu Nigam",BollywoodDance,PK,8.8/10
949,Zindagi To Bewafa Hai,Mohammed Rafi,BollywoodSad,Muqaddar Ka Sikandar,8.3/10
950,Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh,BollywoodRomantic,Safar,8.6/10
951,Bebo,Alisha Chinai,BollywoodDance,Kambakkht Ishq,9.0/10
952,Tum Bin,K. S. Chithra,BollywoodRomantic,Tum Bin,9.0/10
953,Chot Lage Tujhko � Sad,"Alka Yagnik, Udit Narayan",BollywoodSad,Raja,8.4/10
954,Tujhe Sochta Hoon,K.K.,BollywoodRomanticSensual,Jannat 2,9.6/10
955,Apni To Jaise Taise,Kishore Kumar,BollywoodDance,Laawaris,8.4/10
956,Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan",BollywoodDance,Heyy Baby,9.5/10
957,Dhoom 3 Mashup,,BollywoodDance,Dhoom 3,8.1/10
958,It�s Magic,Taz,BollywoodDance,Koi Mil Gaya,8.8/10
959,It�s Magic,Taz,BollywoodDance,Koi Mil Gaya,8.8/10
960,Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4/10
961,Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,9.4/10
962,Jigar Da Tukda,"Salim Merchant, Shraddha Pandit",BollywoodDance,Ladies Vs Ricky Bahl,9.3/10
963,It�s the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das",BollywoodDance,Kal Ho Naa Ho,9.4/10
964,Maar Daala,Kavita Krishnamurthy,BollywoodDance,Devdas,9.2/10
965,Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan",BollywoodRomantic,Hate Story 3,8.9/10
966,Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.2/10
967,Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz",BollywoodDance,Aisha,9.4/10
968,Jee Ve Sohaneya,Nooran Sisters,BollywoodSad,Jab Harry Met Sejal,9.6/10
969,Hai Junoon,K.K.,BollywoodDance,New York,9.3/10
970,Kuch To Hai,Armaan Malik,BollywoodSad,Do Lafzon Ki Kahani,9.6/10
971,Ban Dance Mein Kutta,"Divya Kumar, Shivi, Uvie",BollywoodDance,3 Dev,8.2/10
972,Bakheda,"Sukhwinder Singh, Sunidhi Chauhan",Bollywood,Toilet Ek Prem Katha,9.1/10
973,Bhooli Bisri Ek Kahani,Anuradha Paudwal,BollywoodSad,Nagina,8.2/10
974,Milan Abhi Aadha Adhura,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,8.5/10
975,Ishqyaun Dhishyaun,Aditya Narayan,BollywoodRomantic,Goliyon Ki Rasleela Ram-leela,9.3/10
976,Saat Ajube Iss Duniya Mein,"Mohammed Rafi, Mukesh",Bollywood,Dharam Veer,8.5/10
977,Maahi Ve,"Richa Sharma, Sukhwinder Singh",BollywoodDanceSad,Kaante,9.2/10
978,Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,9.4/10
979,Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,9.4/10
980,Ye Tune Kya Kiya,Javed Bashir,BollywoodRomantic,Once Upon A Time In Mumbaai Dobara,9.5/10
981,Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDanceMotivationalPatriotic,Chak De India,9.3/10
982,Saanwali Si Ek Ladki,Udit Narayan,BollywoodRomantic,Mujhse Dosti Karoge!,9.2/10
983,Dil Se Nikal Kar Dil Ko Gayee Hain,"Anuradha Paudwal, Suresh Wadkar",BollywoodDance,Nigahen,7.6/10
984,Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Beta,8.7/10
985,Kabhi Jo Badal Barse,Arijit Singh,BollywoodRomantic,Jackpot,9.1/10
986,Bhar Do Jholi Meri,Adnan Sami,BollywoodDevotional,Bajrangi Bhaijaan,9.2/10
987,Give Me Some Sunshine,"Sharman Joshi, Suraj Jagan",BollywoodSad,3 Idiots,9.6/10
988,Dil Leke,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Wanted,9.2/10
989,Yeh Mera Diwanapan Hai,Mukesh,BollywoodSad,Yahudi,9.2/10
990,O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan",BollywoodDanceRomantic,Tere Naam,8.9/10
991,Love Mashup 2016 (Kiran Kamath),Multiple,BollywoodRomantic,Single,9.6/10
992,Bhoot Aaya,Mika Singh,Bollywood,Nanu Ki Jaanu,7.7/10
993,Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan",BollywoodSad,Tera Intezaar,9.3/10
994,Rang Laal,"Aditi Singh Sharma, Dev Negi, John Abraham",BollywoodDance,Force 2,9.4/10
995,Bas Tu Hai,"Arijit Singh, Jonita Gandhi",BollywoodRomanticSad,3 Storeys,9.2/10
996,Tanhaiyaan,Amit Mishra,BollywoodSad,Aksar 2,8.6/10
997,Jaane Kyun,Vishal Dadlani,BollywoodDance,Dostana,9.5/10
998,Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg 2,8.8/10
999,Jane Kyun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Dil Chahta Hai,9.5/10
1000,Khuli Falak Mein,Mohammed Rafi,BollywoodRomantic,Professor,8.3/10
1001,Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva",BollywoodRomantic,Beta,8.8/10
1002,Zindagi Do Pal Ki,K.K.,BollywoodRomantic,Kites,9.4/10
1003,Tauba Yeh Matwali Chaal,Mukesh,BollywoodDance,Pathar Ke Sanam,7.9/10
1004,Main Hoon Hero Tera,Armaan Malik,BollywoodRomantic,Hero,9.6/10
1005,Daata Tu,Shreya Ghoshal,BollywoodMotivational,Tiger Zinda Hai,9.2/10
1006,Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey",Bollywood,Sholay,9.2/10
1007,Saathiya Nahi Jaana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomanticSad,Aya Sawan Jhoom Ke,8.3/10
1008,Ishq Hua,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Aaja Nachle,9.4/10
1009,Bloody Hell,Sunidhi Chauhan,BollywoodDance,Rangoon,9.2/10
1010,Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram",BollywoodRomantic,Dil Se,9.5/10
1011,Phatte Tak Nachna,Sunidhi Chauhan,BollywoodDance,Dolly Ki Doli,9.3/10
1012,Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan",BollywoodSad,Lucknow Central,9.4/10
1013,Ratta Maar,"Shefali Alvares, Vishal Dadlani",Bollywood,Student of the Year,9.5/10
1014,Raat Ka Nasha,K. S. Chithra,BollywoodDance,Ashoka,9.4/10
1015,Maa Da Laadla,Master Saleem,BollywoodDance,Dostana,9.4/10
1016,O Re Piya,Rahat Fateh Ali Khan,BollywoodSad,Aaja Nachle,9.3/10
1017,Jhanjariya Meri Chanak,Alka Yagnik,BollywoodDance,Krishna,8.9/10
1018,Pareshaan,Shalmali Kholgade,BollywoodRomantic,Ishaqzaade,9.4/10
1019,Paisa Paisa,"Manak-E, RDB, Selina",BollywoodDance,De Dana Dan,9.1/10
1020,Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Fanaa,9.4/10
1021,Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar",BollywoodDance,The Great Gambler,9.1/10
1022,Ishq Sufiyana (Male),Kamal Khan,BollywoodRomantic,The Dirty Picture,9.3/10
1023,Hum Hain Insaaf,"Babu Haabi, Naezy",Bollywood,Bhavesh Joshi Superhero,8.6/10
1024,Meri Maa,K.K.,BollywoodSad,Yaariyan,9.6/10
1025,Zindagi Tujhse Kya Karen Shikvey,Amit Mishra,BollywoodSad,Zindagi Yeh Zindagi,9.4/10
1026,Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,9.1/10
1027,Tu Hi Hai,Armaan Malik,BollywoodRomantic,Jagga Jasoos,9.4/10
1028,Gehra Ishq,Shekhar Ravjiani,BollywoodRomantic,Neerja,9.7/10
1029,Love Me Love Me,"Amrita Kak, Wajid",BollywoodDance,Wanted,9.1/10
1030,Saajna,Falak Shabir,BollywoodRomantic,I Me Aur Main,9.6/10
1031,Tere Ho Ke Rahenge,Arijit Singh,BollywoodRomantic,Raja Natwarlal,9.5/10
1032,Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi",BollywoodDevotional,Shirdi Ke Sai Baba,8.7/10
1033,Khudaya Ve Ishq Hai Kaisa,Salim Merchant,BollywoodSad,Luck,9.5/10
1034,Pardesi Pardesi,"Bela, Suresh Wadkar",BollywoodSad,Raja Hindustani,8.6/10
1035,Gulabi,"Jigar Saraiya, Priya Saraiya",BollywoodDance,Shuddh Desi Romance,9.5/10
1036,Dus Bahane,"K.K., Shaan",BollywoodDance,Dus,9.5/10
1037,Main Agar Kahoon,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Om Shanti Om,9.6/10
1038,Main Aisa Kyun Hoon,Shaan,BollywoodDance,Lakshya,9.7/10
1039,Main Aisa Kyon Hoon,Shaan,BollywoodDance,Lakshay,9.7/10
1040,Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Professor,8.6/10
1041,Sharabi,"Nindy Kaur, Shekhar Ravjiani, Vishal Dadlani",BollywoodDance,Happy New Year,9.3/10
1042,Labon Ka Karobaar,Papon,BollywoodRomantic,Befikre,7.0/10
1043,Main Kya Karoon,Nikhil Paul George,BollywoodDance,Barfi,9.6/10
1044,Sawan Ka Mahina,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Milan,8.8/10
1045,Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen",BollywoodDance,Housefull 3,9.0/10
1046,Hamari Shaadi Mein,"Babul Supriyo, Shreya Ghoshal",BollywoodDance,Vivah,7.9/10
1047,Ishq Risk,Rahat Fateh Ali Khan,BollywoodRomantic,Mere Brother Ki Dulhan,9.4/10
1048,Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam",BollywoodDance,Chup Chup Ke,8.9/10
1049,Khalbali,"A.R. Rahman, Mohammed Aslam, Nacim",BollywoodDance,Rang De Basanti,9.6/10
1050,Safarnama,Lucky Ali,BollywoodDance,Tamasha,9.5/10
1051,My Dil Goes Mmmm,"Gayatri Iyer, Shaan",BollywoodRomantic,Salaam Namaste,9.4/10
1052,Tu Hi Meri Shab Hai,K.K.,BollywoodRomantic,Gangster,9.4/10
1053,Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan",BollywoodDance,Dil To Pagal Hai,8.9/10
1054,Bheege Hont Tere,Kunal Ganjawala,BollywoodRomanticSensual,Murder,8.1/10
1055,Mere Samne Wali Khidki Mein,Kishore Kumar,BollywoodDanceRomantic,Padosan,9.5/10
1056,Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aandhi,9.0/10
1057,Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal",Bollywood,Rowdy Rathore,8.8/10
1058,Chandni O Meri Chandni,YRF,BollywoodDance,Chandni,8.9/10
1059,Mere Khwabon Mein,Lata Mangeshkar,BollywoodRomantic,Dilwale Dulhania Le Jayenge,9.2/10
1060,Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,9.4/10
1061,Keeda,"Himesh Reshammiya, Neeti Mohan",BollywoodDance,Action Jackson,8.7/10
1062,Abhi Kuch Dino Se,Mohit Chauhan,BollywoodDance,Dil Toh Bachha Hai,9.6/10
1063,Dheere Dheere (Remix),Yo Yo Honey Singh,BollywoodDance,Dheere Dheere,8.9/10
1064,Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam",BollywoodRomanticSad,Dhadkan,9.0/10
1065,Mohabbat Hai Kya Cheez,"Lata Mangeshkar, Suresh Wadkar",BollywoodRomantic,Prem Rog,7.6/10
